timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1731765544777,264,https://api.tradeoxy.com/api/tradeoxy/market/break/all?market=stocks&interval=15,200,OK,Thread Group 1-3,text,true,,986,390,30,30,https://api.tradeoxy.com/api/tradeoxy/market/break/all?market=stocks&interval=15,264,0,0
1731765544878,177,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?interval=15&market=crypto&id=shootStar,200,OK,Thread Group 1-19,text,true,,444,416,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json,0,0,0
1731765544921,153,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?interval=15&market=stock&id=dragDoji,200,OK,Thread Group 1-11,text,true,,444,414,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json,0,0,0
1731765544921,153,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?interval=15&market=stock&id=dragDoji,200,OK,Thread Group 1-27,text,true,,444,414,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json,0,0,0
1731765544921,154,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?interval=15&market=stock&id=dragDoji,200,OK,Thread Group 1-7,text,true,,444,414,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json,0,0,0
1731765544941,142,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/strategy/stock/break.json?interval=15&market=stock&id=break,200,OK,Thread Group 1-5,text,true,,493,445,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/strategy/stock/break.json?market=stock&interval=15&id=break,142,0,0
1731765544966,156,https://www.tradeoxy.com/_next/static/css/8ed86fb4f9d82b97.css,200,OK,Thread Group 1-18,text,true,,2126,372,30,30,https://www.tradeoxy.com/_next/static/css/8ed86fb4f9d82b97.css,156,0,0
1731765544986,150,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?interval=15&market=crypto&id=shootStar,200,OK,Thread Group 1-22,text,true,,444,416,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json,0,0,0
1731765544995,146,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?interval=15&market=crypto&id=shootStar,200,OK,Thread Group 1-28,text,true,,444,416,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json,0,0,0
1731765544992,149,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?interval=15&market=crypto&id=shootStar,200,OK,Thread Group 1-26,text,true,,444,416,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json,0,0,0
